ts,date,coin,price,baseline,pct_change,alerted
2025-09-01T09:46:51+00:00,2025-09-01,bitcoin,109801.00000000,109801.00000000,0.0000,0
2025-09-01T09:46:51+00:00,2025-09-01,ethereum,4459.34000000,4459.34000000,0.0000,0
2025-09-01T09:46:51+00:00,2025-09-01,solana,202.01000000,202.01000000,0.0000,0
2025-09-01T09:46:51+00:00,2025-09-01,the-open-network,3.16000000,3.16000000,0.0000,0
2025-09-01T09:56:20+00:00,2025-09-01,bitcoin,109606.00000000,109801.00000000,-0.1776,0
2025-09-01T09:56:20+00:00,2025-09-01,ethereum,4449.99000000,4459.34000000,-0.2097,0
2025-09-01T09:56:20+00:00,2025-09-01,solana,201.57000000,202.01000000,-0.2178,0
2025-09-01T09:56:20+00:00,2025-09-01,the-open-network,3.15000000,3.16000000,-0.3165,0
